pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,20,0,80,0,,,,,212.1794108999893,213.17795929987915,213.17795929987915,213.17795929987915,213.17795929987915,213.19466509995982,214.1819682000205,214.1819682000205,x,1,0.3315087000373751,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
150,v,20,1,81,1,,,,,214.5426020999439,215.54154090001248,215.54154090001248,215.54154090001248,215.54154090001248,215.5575853998307,216.5397091000341,216.5397091000341,v,1,0.3379068998619914,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
50,c,20,2,82,2,,,,,216.90537509997375,217.9043149999343,217.9043149999343,217.9043149999343,217.9043149999343,217.92067489982583,218.90319620002992,218.90319620002992,c,1,0.282409300096333,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
-150,z,20,3,83,3,,,,,219.2025888999924,220.20130679989234,220.20130679989234,220.20130679989234,220.20130679989234,220.2173693999648,221.1973363000434,221.1973363000434,z,1,0.3517314998898655,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
-50,x,21,0,84,0,,,,,221.58025809982792,222.56902679987252,222.56902679987252,222.56902679987252,222.56902679987252,222.59529619989917,223.56212719995528,223.56212719995528,x,1,0.35352500015869737,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
150,v,21,1,85,1,,,,,223.94461319991387,224.94629519991577,224.94629519991577,224.94629519991577,224.94629519991577,224.9599268999882,225.9416840998456,225.9416840998456,v,1,0.36859979992732406,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
50,c,21,2,86,2,,,,,226.34093429986387,227.33988959994167,227.33988959994167,227.33988959994167,227.33988959994167,227.35590719990432,228.33818179997616,228.33818179997616,c,1,0.4182645999826491,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
-150,z,21,3,87,3,,,,,228.7872552999761,229.7858839998953,229.7858839998953,229.7858839998953,229.7858839998953,229.80228669987991,230.7843106999062,230.7843106999062,z,1,0.292459299787879,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
-50,x,22,0,88,0,,,,,231.10027589998208,232.1014117000159,232.1014117000159,232.1014117000159,232.1014117000159,232.115385199897,233.09612749982625,233.09612749982625,x,1,0.2635127999819815,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
150,v,22,1,89,1,,,,,233.38032959983684,234.3786092000082,234.3786092000082,234.3786092000082,234.3786092000082,234.39534189994447,235.37694230000488,235.37694230000488,v,1,0.42010660003870726,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
50,c,22,2,90,2,,,,,235.82625549985096,236.8249731999822,236.8249731999822,236.8249731999822,236.8249731999822,236.8249731999822,237.8247970000375,237.8247970000375,c,1,0.27716070017777383,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
-150,z,22,3,91,3,,,,,238.12279699998908,239.12337509985082,239.12337509985082,239.12337509985082,239.12337509985082,239.13762359996326,240.11970479995944,240.11970479995944,z,1,0.31405550008639693,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
-50,x,23,0,92,0,,,,,240.45252229995094,241.45117939985357,241.45117939985357,241.45117939985357,241.45117939985357,241.46776899998076,242.44925770000555,242.44925770000555,x,1,0.5328515998553485,833309,001,2022-09-30_11h50.35.106,Motor Sequence Learning,2022.2.2,60.41259381350777,
